otu,Domain,Phylum,Class,Order,Family,Genus,Species
MN047092.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymosphaeriaceae,g__Didymosphaeria,s__Didymosphaeria_enalia
MK894067.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Phlebiopsis,s__Phlebiopsis_crassa
MG520953.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Pseudoophiobolus,s__Pseudoophiobolus_subhyalinisporus
JX968165.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Bolbitiaceae,g__Conocybe,s__Conocybe_inopinata
KU176885.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__Paraphoma_vinacea
EU814477.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,s__Diaporthe_lusitanicae
HQ179670.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_alboumbonatum
MH862007.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Leptosphaeriaceae,g__Paraleptosphaeria,s__Paraleptosphaeria_dryadis
OL436969.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Hyphodermataceae,g__Hyphoderma,s__Hyphoderma_setigerum
MK211704.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__Tomentella_dimidiata
MF684869.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Yunnanensis,s__Yunnanensis_phragmitis
MF795761.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Cucurbitariaceae,g__Cucurbitaria,s__Cucurbitaria_oromediterranea
MH414899.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_eragrosticola
MW357912.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Bondarzewiaceae,g__Heterobasidion,s__Heterobasidion_irregulare
OK664717.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Cladosporiales,f__Cladosporiaceae,g__Toxicocladosporium,s__Toxicocladosporium_glendoranum
HM125528.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Macrolepiota,s__Macrolepiota_orientiexcoriata
KX236472.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Irpicaceae,g__Ceriporia,s__Ceriporia_occidentalis
KX287475.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,s__Ramularia_major
MK539957.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Parastagonospora,s__Parastagonospora_novozelandica
KC237880.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hygrophoraceae,g__Arrhenia,s__Arrhenia_epichysium
KX228253.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosulcatispora,s__Neosulcatispora_strelitziae
MK589290.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Hericiaceae,g__Dentipellis,s__Dentipellis_parmastoi
JX501316.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fibroporiaceae,g__Fibroporia,s__Fibroporia_vaillantii
MK573889.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Cystolepiota,s__Cystolepiota_seminuda
MG897153.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Leucoagaricus,s__Leucoagaricus_lidensis
KJ707094.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Saccharomycetales,f__Pichiaceae,g__Pichia,s__Pichia_kluyveri
KJ009762.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pluteaceae,g__Pluteus,s__Pluteus_americanus
KX986076.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Apiosporaceae,g__Nigrospora,s__Nigrospora_musae
KU309312.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Myrmecridiales,f__Myrmecridiaceae,g__Myrmecridium,s__Myrmecridium_pulvericola
JX968162.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Bolbitiaceae,g__Conocybe,s__Conocybe_rostellata
MK736987.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Trametes,s__Trametes_socotrana
MH862051.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Lachnocladiaceae,g__Scytinostroma,s__Scytinostroma_renisporum
AM882915.2,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_muricellata
KX181304.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Fomitiporella,s__Fomitiporella_inermis
MH862275.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Corticiaceae,g__Sistotrema,s__Sistotrema_eximum
MH861953.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Stereaceae,g__Acanthophysium,s__Acanthophysium_bisporum
KJ707070.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cystofilobasidiales,f__Cystofilobasidiaceae,g__Cystofilobasidium,s__Cystofilobasidium_macerans
FN706542.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Bionectriaceae,g__Waltergamsia,s__Waltergamsia_fusidioides
DQ463348.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Nidulariaceae,g__Cyathus,s__Cyathus_gansuensis
MH857907.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Suillaceae,g__Suillus,s__Suillus_sibiricus
LC014574.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymosphaeriaceae,g__Neokalmusia,s__Neokalmusia_brevispora
MN688802.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_austriaca
AF357047.2,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lyophyllaceae,g__Myochromella,s__Myochromella_boudieri
MT055904.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Gomphales,f__Gomphaceae,g__Ramaria,s__Ramaria_thalliovirescens
HQ714754.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hymenogastraceae,g__Alnicola,s__Alnicola_luteolofibrillosa
AF456924.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_aggressivum
MK634571.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Physalacriaceae,g__Flammulina,s__Flammulina_velutipes
MZ636953.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Irpicaceae,g__Efibula,s__Efibula_intertexta
MN047087.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__unidentified,g__Amarenographium,s__Amarenographium_ammophilicola
KP135411.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Rhizochaete,s__Rhizochaete_filamentosa
U85327.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Lepiota,s__Lepiota_cristata
MN207038.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Corticiaceae,g__Subulicystidium,s__Subulicystidium_longisporum
MH461124.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Tzeananiaceae,g__Tzeanania,s__Tzeanania_taiwanensis
DQ389729.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_spadicea
AF050241.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Herpotrichiellaceae,g__Capronia,s__Capronia_acutiseta
KJ415551.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_nicotiae
MT955117.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Thelephorales,f__Thelephoraceae,g__Sarcodon,s__Sarcodon_leucopus
KY174995.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Steccherinum,s__Steccherinum_polycystidiferum
MF185132.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,s__Bipolaris_oryzae
KC585272.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fomitopsidaceae,g__Antrodia,s__Antrodia_favescens
AY198253.3,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Hyaloperonospora,s__Hyaloperonospora_sisymbrii-sophiae
MW404731.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniaceae,g__Puccinia,s__Puccinia_rangiferina
HM562036.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pluteaceae,g__Pluteus,s__Pluteus_pellitus
MN513042.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Hericiaceae,g__Hericium,s__Hericium_cirrhatum
EU118655.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Phlebia,s__Phlebia_nitidula
AF444567.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cystobasidiales,f__unidentified,g__Occultifur,s__Occultifur_externus
AF141170.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Dermateaceae,g__Pezicula,s__Pezicula_aurantiaca
AF454082.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Thysanophora,s__Thysanophora_penicillioides
MZ951117.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniastraceae,g__Pucciniastrum,s__Pucciniastrum_styracinum
KY953057.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Incrustoporiaceae,g__Skeletocutis,s__Skeletocutis_coprosmae
KY081802.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Schizoporaceae,g__Hyphodontia,s__Hyphodontia_mollis
MF685349.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Incrustoporiaceae,g__Skeletocutis,s__Skeletocutis_delicata
MH862045.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Lachnocladiaceae,g__Scytinostroma,s__Scytinostroma_mediterraneense
MH730809.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_meconopsidis
MK966649.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Galeropsidaceae,g__Panaeolus,s__Panaeolus_rickenii
MN688819.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_pseudointermedia
MF954698.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Auriculariales,f__Auriculariaceae,g__Auricularia,s__Auricularia_americana
AY015433.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodosporidiobolus,s__Rhodosporidiobolus_ruineniae
HQ599581.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Hamatocanthoscyphaceae,g__Xenopolyscytalum,s__Xenopolyscytalum_pinea
MZ636955.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Irpicaceae,g__Efibula,s__Efibula_matsuensis
MW377264.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Adustoporiaceae,g__Austroporia,s__Austroporia_stratosa
EU049205.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Hyaloperonospora,s__Hyaloperonospora_parasitica
KY446065.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fomitopsidaceae,g__Antrodia,s__Antrodia_tenerifensis
AJ716303.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Sclerotiniaceae,g__Botrytis,s__Botrytis_fabae
MT588812.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_belbahrii
JX141453.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Perenniporia,s__Perenniporia_tianmuensis
GQ162813.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Atheliales,f__Atheliaceae,g__Athelia,s__Athelia_singularis
MK860718.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Hydnophlebia,s__Hydnophlebia_subchrysorhiza
DQ068954.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Atheliales,f__Atheliaceae,g__Amphinema,s__Amphinema_byssoides
KJ566631.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__unidentified,g__Climacocystis,s__Climacocystis_montana
JQ700281.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fomitopsidaceae,g__Neoantrodia,s__Neoantrodia_leucaena
MH231779.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tilletiales,f__Tilletiaceae,g__Tilletia,s__Tilletia_chionachnes
KC992880.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_carminei
MK764884.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Trametes,s__Trametes_hirsuta
MK429756.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Haploporus,s__Haploporus_gilbertsonii
JF706328.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Perenniporia,s__Perenniporia_piceicola
HQ728295.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__unidentified,g__Spongipellis,s__Spongipellis_delectans
MG662162.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_afrocinerea
MW599272.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_myosuri
MK793208.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodosporidiobolus,s__Rhodosporidiobolus_poonsookiae
KU559369.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Stereaceae,g__Aleurodiscus,s__Aleurodiscus_wakefieldiae
MN688804.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_canadensis
MH379149.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,s__Coprinellus_pseudodisseminatus
LC508117.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Corticiaceae,g__Bryoclavula,s__Bryoclavula_phycophila
KP135038.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Phanerochaete,s__Phanerochaete_allantospora
MZ005574.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Amanitaceae,g__Amanita,s__Amanita_annulata
KP135121.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Phanerochaete,s__Phanerochaete_sanguineocarnosa
KX287288.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Cercosporella,s__Cercosporella_virgaureae
KC581305.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Incrustoporiaceae,g__Tyromyces,s__Tyromyces_chioneus
MK256970.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_xylarioides
MW396857.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_tanzanica
KJ698633.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Ceriporiopsis,s__Ceriporiopsis_fimbriata
KU376426.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Antrodiella,s__Antrodiella_semisupina
KY949582.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Amanitaceae,g__Amanita,s__Amanita_cingulata
MW035051.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tricholomataceae,g__Resupinatus,s__Resupinatus_striatulus
KX880631.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Sparsitubus,s__Sparsitubus_nelumbiformis
JX892945.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Vuilleminiaceae,g__Vuilleminia,s__Vuilleminia_nilsii
KY104494.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Phaeotremellaceae,g__Phaeotremella,s__Phaeotremella_pseudofoliacea
MN784447.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_viciae
KF060322.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Glomerales,f__Glomeraceae,g__Septoglomus,s__Septoglomus_jasnowskae
OK087326.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Omphalotaceae,g__Gymnopus,s__Gymnopus_omphalinoides
MF139551.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Junghuhnia,s__Junghuhnia_pseudocrustacea
LN878293.1,k__Eukaryota,p__Blastocladiomycota,c__Opisthokonta,o__Blastocladiales,f__Blastocladiaceae,g__Allomyces,s__Allomyces_arbusculus
KT795473.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_potentillae-sterilis
ON180522.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Trulla,s__Trulla_polyporoides
JQ860322.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Tropicoporus,s__Tropicoporus_linteus
GU227711.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Tulosesus,s__Tulosesus_brevisetulosus
LC202043.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Kriegeriales,f__Camptobasidiaceae,g__Glaciozyma,s__Glaciozyma_antarctica
KC456246.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fibroporiaceae,g__Fibroporia,s__Fibroporia_gossypium
MW899388.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Mycorrhaphium,s__Mycorrhaphium_adustum
MH730808.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_illyrica
DQ192179.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Porotheleaceae,g__Clitocybula,s__Clitocybula_atroalba
MH477791.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Clavicipitaceae,g__Claviceps,s__Claviceps_arundinis
MZ422813.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Phanerochaete,s__Phanerochaete_guangdongensis
AF444320.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Cuniculitremaceae,g__Sterigmatosporidium,s__Sterigmatosporidium_polymorphum
KP135016.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Irpicaceae,g__Efibula,s__Efibula_americana
MK182310.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Phallales,f__Phallaceae,g__Phallus,s__Phallus_impudicus
MT551929.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Coriolopsis,s__Coriolopsis_byrsina
MH862427.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Exserohilum,s__Exserohilum_antillanum
MZ636978.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Gelatinofungus,s__Gelatinofungus_brunneus
MH366623.2,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_pelargonium
MT026371.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Mollisiaceae,g__Mollisia,s__Mollisia_cinereo-olivascens
MN086891.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_heidelbergensis
KC595890.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Adustoporiaceae,g__Resinoporia,s__Resinoporia_crassa
MZ954853.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Phellinotus,s__Phellinotus_teixeirae
KF309948.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Capnodiales,f__unidentified,g__Arthrocatena,s__Arthrocatena_tenebrio
KT032088.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__Tomentella_pulvinulata
OK138912.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Hyphodermella,s__Hyphodermella_pallidostraminea
MK585004.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Mollisiaceae,g__Neomollisia,s__Neomollisia_gelatinosa
KC812286.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Caloboletus,s__Caloboletus_marshii
KJ807068.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Wrightoporiaceae,g__Amylosporus,s__Amylosporus_casuarinicola
JN204195.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniaceae,g__Puccinia,s__Puccinia_acroptili
JN710600.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Steccherinum,s__Steccherinum_tenuispinum
MK751727.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Dothidotthiaceae,g__Dothidotthia,s__Dothidotthia_robiniae
KX355485.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Corticiaceae,g__Confertobasidium,s__Confertobasidium_olivaceoalbum
MZ637082.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Scopuloides,s__Scopuloides_allantoidea
JN710511.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Antrodiella,s__Antrodiella_citrea
KX213810.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Suillaceae,g__Suillus,s__Suillus_tomentosus
KX388680.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cantharellales,f__Hydnaceae,g__Hydnum,s__Hydnum_subovoideisporum
MT849297.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Cabalodontia,s__Cabalodontia_delicata
AB564409.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_neophlyctidospora
AY344995.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Ustilaginales,f__Ustilaginaceae,g__Ustilago,s__Ustilago_affinis
MK569748.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Amanitaceae,g__Amanita,s__Amanita_huijsmanii
MH860515.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__unidentified,g__Hypochnicium,s__Hypochnicium_bombycinum
MN944925.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Gelatoporiaceae,g__Obba,s__Obba_rivulosa
KC992968.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_ornatispora
AY328915.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Wallemiales,f__Wallemiaceae,g__Wallemia,s__Wallemia_sebi
MT345197.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Russulaceae,g__Russula,s__Russula_rugulosa
JX075890.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Thelephorales,f__Thelephoraceae,g__Thelephora,s__Thelephora_pseudoversatilis
MK050274.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Cuniculitremaceae,g__Kockovaella,s__Kockovaella_haikouensis
DQ112624.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lycoperdaceae,g__Calvatia,s__Calvatia_candida
FJ496683.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Ceriporiopsis,s__Ceriporiopsis_aneirina
MN954700.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Gastrosporiaceae,g__Gastrosporium,s__Gastrosporium_gossypinum
